City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
341,uturoa,-16.7333,-151.4333,26.59,83,59,9.67,PF,2023-12-13
342,bozuyuk,39.9078,30.0367,10.19,42,94,1.97,TR,2023-12-13
343,tremonton,41.7119,-112.1655,0.93,88,17,3.05,US,2023-12-13
344,bafq,31.6128,55.4107,19.6,11,0,3.86,IR,2023-12-13
345,suntar,62.1444,117.6319,-25.42,93,100,5.01,RU,2023-12-13
346,tavricheskoye,54.5851,73.6395,-25.61,85,72,4.26,RU,2023-12-13
347,east london,-33.0153,27.9116,19.52,82,100,6.69,ZA,2023-12-13
348,tadine,-21.55,167.8833,23.33,75,99,4.57,NC,2023-12-13
349,port augusta,-32.5,137.7667,22.75,43,0,5.69,AU,2023-12-13
350,lamarque,-39.423,-65.7021,23.33,27,0,4.7,AR,2023-12-13
351,el tigre,8.8875,-64.2454,26.81,69,18,5.65,VE,2023-12-13
352,gainsborough,53.3833,-0.7667,7.16,83,100,8.34,GB,2023-12-13
353,maardu,59.4767,25.025,-2.44,82,100,3.09,EE,2023-12-13
354,ilheus,-14.7889,-39.0494,29.9,62,40,5.14,BR,2023-12-13
355,uddevalla,58.3478,11.9424,-2.18,89,79,2.56,SE,2023-12-13
356,laascaanood,8.4774,47.3597,29.87,26,50,3.62,SO,2023-12-13
357,malango,-2.9627,119.9001,21.16,98,100,0.68,ID,2023-12-13
358,as saffaniyah,27.9708,48.73,21.78,38,100,1.65,SA,2023-12-13
359,vorkuta,67.5,64.0,-20.43,99,100,3.13,RU,2023-12-13
360,at taraf,25.3628,49.725,27.3,19,17,3.2,SA,2023-12-13
361,mizdah,31.4451,12.9801,21.71,22,100,6.74,LY,2023-12-13
362,loreto,22.2667,-101.9667,7.92,86,100,2.02,MX,2023-12-13
363,san ignacio de velasco,-16.3667,-60.95,30.34,55,88,3.26,BO,2023-12-13
364,gilgit,35.9221,74.3087,3.52,47,6,0.5,PK,2023-12-13
365,leava,-14.3,-178.1667,27.07,67,100,2.99,WF,2023-12-13
366,maamba,-17.3667,27.15,33.09,38,100,1.9,ZM,2023-12-13
367,alofi,-19.0595,-169.9187,24.94,78,100,2.57,NU,2023-12-13
368,chibougamau,49.9168,-74.3659,-13.21,85,100,4.12,CA,2023-12-13
369,port saint john's,-31.6229,29.5448,20.13,80,100,6.91,ZA,2023-12-13
370,tofol,5.3248,163.0078,28.09,75,74,5.83,FM,2023-12-13
371,makar'yev,57.8797,43.8069,-12.81,91,100,5.26,RU,2023-12-13
372,kailua-kona,19.6406,-155.9956,22.98,80,75,4.12,US,2023-12-13
373,hastings,50.8552,0.5729,8.49,88,100,9.94,GB,2023-12-13
374,suwayr,30.1171,40.3893,17.52,50,81,8.3,SA,2023-12-13
375,ujae,8.9322,165.7642,27.92,81,54,9.44,MH,2023-12-13
376,waounde,15.2637,-12.8682,33.87,10,86,7.06,SN,2023-12-13
377,pisco,-13.7,-76.2167,21.12,88,100,3.09,PE,2023-12-13
378,nadi,-17.8,177.4167,24.0,69,40,2.57,FJ,2023-12-13
379,prado,-17.3411,-39.2208,28.38,60,97,4.23,BR,2023-12-13
380,allanridge,-27.7543,26.6438,32.56,12,0,6.68,ZA,2023-12-13
381,nema,57.5067,50.5011,-15.3,76,100,5.66,RU,2023-12-13
382,bouarfa,32.53,-1.95,17.74,27,0,4.88,MA,2023-12-13
383,bangjun,39.9911,117.2628,-3.21,97,100,1.64,CN,2023-12-13
384,bonthe,7.5264,-12.505,33.01,42,0,1.27,SL,2023-12-13
385,guerrero negro,27.9769,-114.0611,14.69,82,0,1.59,MX,2023-12-13
386,zyryanovsk,49.7386,84.2719,-33.9,96,9,0.66,KZ,2023-12-13
387,porbandar,21.6422,69.6093,24.6,40,68,3.33,IN,2023-12-13
388,venado tuerto,-33.7456,-61.9688,24.88,83,71,2.57,AR,2023-12-13
389,wailua homesteads,22.0669,-159.378,21.44,91,100,9.26,US,2023-12-13
390,recani,31.2846,-4.2688,20.0,20,0,1.82,MA,2023-12-13
391,las vegas,36.175,-115.1372,10.24,42,0,6.17,US,2023-12-13
392,gorontalo,0.5412,123.0595,24.74,94,94,1.99,ID,2023-12-13
393,jurilovca,44.7667,28.8667,5.05,79,100,8.5,RO,2023-12-13
394,sitka,57.0531,-135.33,5.94,61,100,6.69,US,2023-12-13
395,vytegra,61.0064,36.4481,-6.47,90,100,4.47,RU,2023-12-13
396,safaga,26.7292,33.9365,23.58,42,0,6.61,EG,2023-12-13
397,beyneu,45.3167,55.2,-3.0,58,100,13.49,KZ,2023-12-13
398,bogande,12.9714,-0.1436,29.56,12,0,6.4,BF,2023-12-13
399,nanning,22.8167,108.3167,24.25,85,23,4.05,CN,2023-12-13
400,tazovsky,67.4667,78.7,-26.65,100,100,1.97,RU,2023-12-13
401,tsiombe,-25.3,45.4833,30.88,47,100,6.35,MG,2023-12-13
402,kamogawa,35.1,140.1,11.74,61,39,0.88,JP,2023-12-13
403,viedma,-40.8135,-62.9967,23.21,21,0,4.07,AR,2023-12-13
404,kapuskasing,49.4169,-82.4331,-12.95,78,75,5.66,CA,2023-12-13
405,tromso,69.6496,18.957,-5.99,73,0,6.69,NO,2023-12-13
406,tanjung pandan,-2.75,107.65,26.89,80,100,1.03,ID,2023-12-13
407,upington,-28.4478,21.2561,37.21,9,0,5.66,ZA,2023-12-13
408,berastagi,3.1929,98.5092,18.15,99,100,0.27,ID,2023-12-13
409,hadano,35.3711,139.2236,11.12,66,79,1.96,JP,2023-12-13
410,maisi,43.0395,41.2621,6.93,98,100,1.24,GE,2023-12-13
411,la passe,45.5549,-0.8967,12.13,80,12,8.76,FR,2023-12-13
412,merrill,45.1805,-89.6835,-5.47,78,100,2.01,US,2023-12-13
413,owen sound,44.5672,-80.9435,-0.06,63,100,5.81,CA,2023-12-13
414,porto real,-22.4197,-44.2903,25.49,68,71,1.78,BR,2023-12-13
415,thouars,46.976,-0.2151,10.72,81,94,5.81,FR,2023-12-13
416,huanren,41.2647,125.3667,-4.51,70,100,1.18,CN,2023-12-13
417,hailar,49.2,119.7,-37.12,100,27,1.38,CN,2023-12-13
418,xinzhou,38.4092,112.7333,-5.44,90,100,1.15,CN,2023-12-13
419,ochakiv,46.6128,31.5498,7.84,86,99,5.31,UA,2023-12-13
420,paciran,-6.8767,112.3761,27.32,78,89,0.65,ID,2023-12-13
421,nemuro,43.3236,145.575,-3.48,62,20,11.41,JP,2023-12-13
422,newman,37.3138,-121.0208,2.13,82,7,0.91,US,2023-12-13
423,valparaiso,-33.0393,-71.6273,21.11,63,0,3.6,CL,2023-12-13
424,juneau,58.3019,-134.4197,3.0,89,75,7.2,US,2023-12-13
425,nar'yan-mar,67.6713,53.087,-13.83,95,100,4.47,RU,2023-12-13
426,antofagasta,-23.65,-70.4,19.6,65,50,3.08,CL,2023-12-13
427,lenbe,19.7,-72.4,24.41,76,95,4.93,HT,2023-12-13
428,swakopmund,-22.6833,14.5333,21.47,72,47,3.13,,2023-12-13
429,al masallamiyya,14.5748,33.3373,28.35,12,45,6.02,SD,2023-12-13
430,ust'-ilimsk,58.0006,102.6619,-30.87,93,32,3.13,RU,2023-12-13
431,kaiama,9.6225,3.9481,32.03,12,28,2.83,NG,2023-12-13
432,vadso,70.0744,29.7487,-10.51,79,75,5.66,NO,2023-12-13
433,flen,59.0583,16.5878,-2.95,95,73,3.01,SE,2023-12-13
434,gargalianoi,37.0667,21.6333,17.34,75,2,2.42,GR,2023-12-13
435,cuito,-12.3833,16.9333,19.45,77,100,1.93,AO,2023-12-13
436,rongelap,11.1635,166.8941,27.4,82,78,9.55,MH,2023-12-13
437,izyum,49.2088,37.2485,-2.1,93,100,4.61,UA,2023-12-13
438,ukholovo,53.7929,40.4892,-10.32,92,100,6.78,RU,2023-12-13
439,falkenberg,56.9055,12.4912,-1.92,78,37,5.04,SE,2023-12-13
440,kitimat,54.0524,-128.6534,2.21,64,100,3.58,CA,2023-12-13
441,lethbridge,49.7,-112.8186,1.06,44,0,8.23,CA,2023-12-13
442,kayes,14.0,-11.0,34.16,9,6,4.32,ML,2023-12-13
443,pariaman,-0.619,100.12,29.03,86,97,1.25,ID,2023-12-13
444,antsiranana,-12.2787,49.2917,30.42,62,40,5.14,MG,2023-12-13
445,galliano,29.4422,-90.2992,13.0,71,0,3.6,US,2023-12-13
446,fairmont,39.4851,-80.1426,-0.1,83,5,0.96,US,2023-12-13
447,baker city,44.7749,-117.8344,-1.16,90,100,2.57,US,2023-12-13
448,soro,21.2881,86.6858,20.27,52,6,1.78,IN,2023-12-13
449,barcelos,41.5388,-8.6151,15.08,71,6,4.6,PT,2023-12-13
450,suva,-18.1416,178.4415,22.71,88,40,1.54,FJ,2023-12-13
451,dzhambeyty,50.2536,52.595,-11.51,57,100,8.24,KZ,2023-12-13
452,arteche,12.2645,125.4048,26.55,86,11,5.4,PH,2023-12-13
453,hithadhoo,-0.6,73.0833,28.42,71,9,2.01,MV,2023-12-13
454,keflavik,64.0049,-22.5624,8.24,100,100,12.35,IS,2023-12-13
455,noshiro,40.2039,140.0242,4.11,58,100,7.61,JP,2023-12-13
456,naifaru,5.4444,73.3657,28.42,79,99,7.78,MV,2023-12-13
457,inyati,-19.6756,28.8469,27.84,43,100,2.72,ZW,2023-12-13
458,amga,60.8953,131.9608,-28.33,96,100,2.74,RU,2023-12-13
459,salmas,38.1973,44.7653,4.74,94,100,2.06,IR,2023-12-13
460,leh,34.1667,77.5833,-9.39,50,5,2.94,IN,2023-12-13
461,katsuura,35.1333,140.3,12.41,57,4,1.25,JP,2023-12-13
462,monaco,43.7314,7.419,16.36,55,0,11.83,MC,2023-12-13
463,castel di sangro,41.7737,14.1035,16.56,73,100,5.36,IT,2023-12-13
464,barabai,-2.5833,115.3833,23.3,94,94,0.6,ID,2023-12-13
465,fort riley north,39.1108,-96.8139,-0.58,67,0,1.54,US,2023-12-13
466,strzelin,50.7816,17.0648,7.22,92,100,1.25,PL,2023-12-13
467,chardara,41.2547,67.9692,-8.51,81,5,4.1,KZ,2023-12-13
468,aloja,57.7669,24.8825,-1.58,98,100,1.16,LV,2023-12-13
469,mata-utu,-13.2816,-176.1745,27.59,71,100,4.2,WF,2023-12-13
470,meulaboh,4.1363,96.1285,26.24,83,92,0.38,ID,2023-12-13
471,corabia,43.7833,24.5,9.32,63,100,1.79,RO,2023-12-13
472,ust'-kulom,61.6864,53.6902,-12.8,82,100,4.33,RU,2023-12-13
473,talakan,50.3167,130.3667,-29.62,100,9,1.24,RU,2023-12-13
474,asmara,15.3333,38.9333,14.24,65,98,2.56,ER,2023-12-13
475,egilsstadir,65.2653,-14.3948,6.95,70,75,12.35,IS,2023-12-13
476,bolobo,-2.1667,16.2333,29.44,64,69,0.56,CD,2023-12-13
477,las khorey,11.1595,48.1967,26.37,69,25,3.57,SO,2023-12-13
478,wotje,9.4543,170.2367,27.31,85,92,10.73,MH,2023-12-13
479,al khums,32.6486,14.2619,23.06,40,100,1.83,LY,2023-12-13
480,nieuw amsterdam,5.8833,-55.0833,29.45,77,75,2.57,SR,2023-12-13
481,omdurman,15.6445,32.4777,26.35,13,6,6.95,SD,2023-12-13
482,perevolotskiy,51.8763,54.1938,-15.57,73,99,7.4,RU,2023-12-13
483,whangarei,-35.7317,174.3239,15.98,69,99,4.41,NZ,2023-12-13
484,hobyo,5.3505,48.5268,27.58,67,94,6.84,SO,2023-12-13
485,clusone,45.8871,9.9497,8.02,68,100,0.68,IT,2023-12-13
486,rahimah,26.7079,50.0619,29.12,38,94,3.9,SA,2023-12-13
487,revda,56.801,59.9303,-23.07,91,92,1.59,RU,2023-12-13
488,yulinshi,38.2906,109.7494,-0.78,96,100,4.88,CN,2023-12-13
489,lamu,-2.2717,40.902,29.12,71,55,4.53,KE,2023-12-13
490,castillos,-34.1667,-53.8333,24.65,73,100,4.24,UY,2023-12-13
491,balykshi,47.0667,51.8667,-9.0,35,75,11.0,KZ,2023-12-13
492,sinop,41.7711,34.8709,8.15,70,36,0.84,TR,2023-12-13
493,petrila,45.45,23.4167,5.05,96,100,2.55,RO,2023-12-13
494,vera,-29.4593,-60.2126,28.14,75,100,3.64,AR,2023-12-13
495,zheleznogorsk-ilimskiy,56.5768,104.1217,-30.9,99,95,1.95,RU,2023-12-13
496,feijo,-8.1642,-70.3536,25.72,89,100,0.76,BR,2023-12-13
497,hasaki,35.7333,140.8333,3.22,46,6,2.88,JP,2023-12-13
498,doylestown,40.3101,-75.1299,2.9,80,0,2.06,US,2023-12-13
499,medicine hat,50.0501,-110.6683,2.9,46,0,7.2,CA,2023-12-13
500,cockburn town,21.4612,-71.1419,26.17,73,65,10.4,TC,2023-12-13
501,bannu,32.9854,70.6027,15.85,28,100,1.42,PK,2023-12-13
502,alzamay,55.5562,98.6644,-28.56,96,94,1.73,RU,2023-12-13
503,rabo de peixe,37.8,-25.5833,17.77,99,20,4.63,PT,2023-12-13
504,palm coast,29.585,-81.2078,20.04,89,0,4.63,US,2023-12-13
505,dampit,-8.2116,112.7493,22.95,93,100,0.82,ID,2023-12-13
506,shizuishan,39.2333,106.7694,2.24,76,100,4.5,CN,2023-12-13
507,nagyecsed,47.8655,22.3916,7.27,94,100,5.3,HU,2023-12-13
508,koudougou,12.25,-2.3667,30.68,11,0,5.3,BF,2023-12-13
509,sao paulo de olivenca,-3.3783,-68.8725,27.36,85,100,0.77,BR,2023-12-13
510,garachico,28.7781,-17.7646,23.05,53,34,4.63,ES,2023-12-13
511,east ballina,-28.8667,153.5833,22.67,78,100,6.33,AU,2023-12-13
512,isangel,-19.55,169.2667,23.22,71,29,4.99,VU,2023-12-13
513,prymors'k,46.7348,36.3443,2.78,87,100,5.89,UA,2023-12-13
514,mejit,10.2753,170.8646,27.27,84,29,10.73,MH,2023-12-13
515,ponta delgada,37.7333,-25.6667,18.44,67,20,4.63,PT,2023-12-13
516,bengkulu,-3.8004,102.2655,24.9,89,96,3.03,ID,2023-12-13
517,san juan de miraflores,-12.1629,-76.9635,22.87,77,78,2.63,PE,2023-12-13
518,warrenton,-28.114,24.8475,35.62,7,0,8.46,ZA,2023-12-13
519,tvoroyri,61.5556,-6.8111,7.02,68,100,10.66,FO,2023-12-13
520,broken hill,-31.95,141.4333,26.88,32,0,7.63,AU,2023-12-13
521,island harbour,50.724,-1.2758,8.59,80,95,5.81,GB,2023-12-13
522,ulety,51.3572,112.4849,-25.32,93,26,2.08,RU,2023-12-13
523,ban na san,8.8004,99.3637,25.79,83,67,2.16,TH,2023-12-13
524,sodankyla,67.4167,26.6,-26.72,100,100,0.53,FI,2023-12-13
525,howrah,22.5892,88.3103,23.0,53,5,1.54,IN,2023-12-13
526,knyaze-volkonskoye,48.4642,135.4567,-21.48,82,2,6.26,RU,2023-12-13
527,mar del plata,-38.0023,-57.5575,22.13,83,75,4.63,AR,2023-12-13
528,ouesso,1.6136,16.0517,33.73,26,72,1.73,CG,2023-12-13
529,santa ana de yacuma,-13.75,-65.4333,27.97,83,75,3.09,BO,2023-12-13
530,otse,-25.0167,25.7333,32.96,17,6,4.19,BW,2023-12-13
531,iquique,-20.2208,-70.1431,21.02,65,100,1.74,CL,2023-12-13
532,esperanza,19.5847,-70.9849,24.05,84,99,1.79,DO,2023-12-13
533,yanam,16.7333,82.2167,22.53,80,16,2.22,IN,2023-12-13
534,prince rupert,54.3161,-130.3201,4.83,93,100,9.26,CA,2023-12-13
535,katsuren-haebaru,26.3369,127.8719,21.43,80,0,2.06,JP,2023-12-13
536,saint-pierre,-21.3393,55.4781,28.82,70,75,8.75,RE,2023-12-13
537,middelburg,-25.7751,29.4648,28.64,28,53,5.23,ZA,2023-12-13
538,kurchatov,51.6601,35.6521,-5.33,94,98,5.9,RU,2023-12-13
539,san juan,-31.5375,-68.5364,25.92,34,0,6.81,AR,2023-12-13
540,hadibu,12.65,54.0333,26.3,63,98,3.23,YE,2023-12-13
541,nuku'alofa,-21.1333,-175.2,25.19,83,40,2.57,TO,2023-12-13
542,salalah,17.0151,54.0924,26.05,61,20,3.6,OM,2023-12-13
543,mount isa,-20.7333,139.5,28.87,61,100,0.0,AU,2023-12-13
544,luganville,-15.5333,167.1667,25.12,78,89,3.1,VU,2023-12-13
545,rouyn-noranda,48.2398,-79.0288,-9.95,67,100,5.14,CA,2023-12-13
546,priozersk,61.0393,30.1291,-2.17,85,100,4.33,RU,2023-12-13
547,freetown,8.484,-13.2299,27.84,69,12,3.09,SL,2023-12-13
548,sirte,31.2089,16.5887,23.0,36,28,3.89,LY,2023-12-13
549,lubao,14.9167,120.55,28.84,80,0,4.95,PH,2023-12-13
550,praia da vitoria,38.7333,-27.0667,17.09,67,75,5.74,PT,2023-12-13
551,pervomayskoye,43.919,46.7102,4.06,84,100,7.96,RU,2023-12-13
552,reggane,26.7158,0.1714,24.9,13,8,3.91,DZ,2023-12-13
553,cacequi,-29.8836,-54.825,27.46,73,100,4.06,BR,2023-12-13
554,xilin hot,43.9667,116.0333,-17.93,96,100,3.82,CN,2023-12-13
555,shwebo,22.5667,95.7,22.87,85,42,1.67,MM,2023-12-13
556,basco,20.4487,121.9702,26.45,81,84,10.4,PH,2023-12-13
557,alaghsas,17.0187,8.0168,25.94,17,0,10.8,NE,2023-12-13
558,shimanovsk,52.0,127.7,-24.36,78,0,3.68,RU,2023-12-13
559,nukus,42.4531,59.6103,-9.01,53,0,6.17,UZ,2023-12-13
560,el calafate,-50.3408,-72.2768,9.09,65,8,4.87,AR,2023-12-13
561,bryne,58.7354,5.6477,2.54,69,0,2.06,NO,2023-12-13
562,manokwari,-0.8667,134.0833,26.95,82,71,2.97,ID,2023-12-13
563,nurabad,34.0734,47.9725,4.66,88,100,2.93,IR,2023-12-13
564,long beach,33.767,-118.1892,14.08,92,100,2.06,US,2023-12-13
565,hassi messaoud,31.6804,6.0729,23.92,13,0,7.72,DZ,2023-12-13
566,beldanga,23.9333,88.25,20.13,33,0,2.6,IN,2023-12-13
567,semirom,31.4167,51.5667,2.88,69,90,2.81,IR,2023-12-13
568,alcarras,41.5667,0.5167,15.48,52,20,13.38,ES,2023-12-13
